person,year,location,source_biography_page
Dimitrie Gusti,1955,Bucharest,Dimitrie Gusti
Maria Bucur,1968,Bucharest,Maria Bucur
Maria Bucur,2018,Bucharest,Maria Bucur
Nicolae Iorga,1899,Bucharest,Nicolae Iorga
Nicolae Iorga,1903,Bucharest,Nicolae Iorga
Nicolae Iorga,1924,Bucharest,Nicolae Iorga
Nicolae Iorga,1935,Bucharest,Nicolae Iorga
Lucian Boia,1944,Bucharest,Lucian Boia
Alexander Bickel,1924,Bucharest,Alexander Bickel
Daniel Barbu,1976,Bucharest,Daniel Barbu
Neagu Djuvara,2018,Bucharest,Neagu Djuvara
Miron Constantinescu,1957,Bucharest,Miron Constantinescu
Werner Conze,1939,Bucharest,Werner Conze
Albert Richter (forester),1909,Lossnitz,Albert Richter (forester)
Constantin Giurescu (historian),1898,the University of Bucharest,Constantin Giurescu (historian)
Constantin Giurescu (historian),1909,the University of Bucharest,Constantin Giurescu (historian)
Nicolae Dobrescu,1902,the University of Bucharest,Nicolae Dobrescu
Niculae M. Popescu,1907,the University of Bucharest,Niculae M. Popescu
Ion Nestor,1945,the University of Bucharest,Ion Nestor
Neagu Djuvara,1991,the University of Bucharest,Neagu Djuvara
Constantin Giurescu (historian),1898,Focșani,Constantin Giurescu (historian)
Ion Nestor,1905,Focșani,Ion Nestor
Melchisedec Ștefănescu,1851,Socola,Melchisedec Ștefănescu
Melchisedec Ștefănescu,1856,Moldavia,Melchisedec Ștefănescu
Melchisedec Ștefănescu,1878,Galați,Melchisedec Ștefănescu
Miron Constantinescu,1940,Galați,Miron Constantinescu
Rodica Bretin,1982,Brasov,Rodica Bretin
Aleksander Kamiński,1934,Brenna,Aleksander Kamiński
Aleksander Kamiński,1945,the University of Łódź,Aleksander Kamiński
Aleksander Kamiński,1950,the University of Łódź,Aleksander Kamiński
Aleksander Kamiński,1958,the University of Łódź,Aleksander Kamiński
Victor Spinei,1943,Lozova,Victor Spinei
Vladimir Krivošejev,1963,Valjevo,Vladimir Krivošejev
Milan Milićević,1852,Valjevo,Milan Milićević
Miloš Mladenović,1903,Valjevo,Miloš Mladenović
Nikola Vulić,1872,Scutari,Nikola Vulić
Pavle Julinac,1781,Naples,Pavle Julinac
Pietro Colletta,1806,Naples,Pietro Colletta
Omeljan Pritsak,1988,Naples,Omeljan Pritsak
Raffaele Garrucci,1853,Naples,Raffaele Garrucci
Émile-Guillaume Léonard,1932,Naples,Émile-Guillaume Léonard
Camillo Tutini,1594,Naples,Camillo Tutini
Camillo Tutini,1628,Naples,Camillo Tutini
Luigi Tosti,1811,Naples,Luigi Tosti
Raimondo Guarini,1800,Naples,Raimondo Guarini
Raimondo Guarini,1852,Naples,Raimondo Guarini
Renato Miracco,1953,Naples,Renato Miracco
Vincenzo Mirabella,1614,Naples,Vincenzo Mirabella
Pasquale Villari,1848,Naples,Pasquale Villari
Raymond Wolters,2020,Naples,Raymond Wolters
Scipione Ammirato,1547,Naples,Scipione Ammirato
Paolo Malanima,1950,Naples,Paolo Malanima
Paolo Malanima,2002,Naples,Paolo Malanima
Tom Behan,1980,Naples,Tom Behan
Victor Davis Hanson,1975,Cowell College,Victor Davis Hanson
Henri Leclercq,1896,Farnborough,Henri Leclercq
Erskine May,1886,Farnborough,Erskine May
Ladislav Deák,1931,Markovce,Ladislav Deák
Ladislav Deák,1957,Bratislava,Ladislav Deák
Ladislav Deák,2011,Bratislava,Ladislav Deák
László Szarka,1977,Bratislava,László Szarka
Ivan Kamenec,1961,Bratislava,Ivan Kamenec
Vojtech Čelko,1946,Bratislava,Vojtech Čelko
Juraj Marušiak,1994,Bratislava,Juraj Marušiak
László Szarka,1953,Galanta,László Szarka
Janko Orožen,1924,Celje,Janko Orožen
Janko Orožen,1946,Celje,Janko Orožen
Janko Orožen,1942,Užice,Janko Orožen
Dragiša Lapčević,1867,Užice,Dragiša Lapčević
Thomas the Archdeacon,1268,Spalato,Thomas the Archdeacon
Izet Sarajlić,1930,Doboj,Izet Sarajlić
Izet Sarajlić,1945,Trebinje,Izet Sarajlić
Nićifor Dučić,1832,Trebinje,Nićifor Dučić
Martti Häikiö,1949,Mikkeli,Martti Häikiö
Kaarlo Wirilander,1908,Mikkeli,Kaarlo Wirilander
Martti Häikiö,1978,Helsinki University,Martti Häikiö
Henrik Meinander,2002,Helsinki University,Henrik Meinander
Aarno Maliniemi,1892,Helsinki University,Aarno Maliniemi
Kauko Pirinen,1961,Helsinki University,Kauko Pirinen
Jarl Gallén,1964,Helsinki University,Jarl Gallén
Hannu Soikkanen,1976,Helsinki University,Hannu Soikkanen
Juhani Paasivirta,1951,Helsinki University,Juhani Paasivirta
Seppo Hentilä,1998,Helsinki University,Seppo Hentilä
Päiviö Tommila,1931,Helsinki University,Päiviö Tommila
Kaarlo Blomstedt,1921,Helsinki University,Kaarlo Blomstedt
Eckart Conze,1963,Hesse,Eckart Conze
Hermann Alexander Diels,1848,Hesse,Hermann Alexander Diels
James Joll,1967,"St Antony's,",James Joll
Ilarion Ruvarac,1861,Krušedol,Ilarion Ruvarac
Renate Dürr,1961,Bologna,Renate Dürr
Francisco Javier Clavijero,1787,Bologna,Francisco Javier Clavijero
Gaspare Nadi,1442,Bologna,Gaspare Nadi
Gaspare Nadi,1452,Bologna,Gaspare Nadi
Giorgio Di Genova,1999,Bologna,Giorgio Di Genova
Paolo Prodi,2016,Bologna,Paolo Prodi
Carlo Malagola,1496,Bologna,Carlo Malagola
Christina Vella,2002,Bologna,Christina Vella
Carolus Sigonius,1563,Bologna,Carolus Sigonius
Miklós Istvánffy,1551,Bologna,Miklós Istvánffy
Edgar Feuchtwanger,1989,University of Southampton,Edgar Feuchtwanger
Farid Alakbarli,1981,Baku State University,Farid Alakbarli
Suleyman Aliyarli,1930,Baku State University,Suleyman Aliyarli
Jamil Hasanli,1977,Baku State University,Jamil Hasanli
Farid Alakbarli,2011,Vatican,Farid Alakbarli
Suleyman Aliyarli,1954,Moscow State University,Suleyman Aliyarli
Leo Stern (historian),1940,Moscow State University,Leo Stern (historian)
Vladimir Guerrier,1868,Moscow State University,Vladimir Guerrier
Evgenia Kirichenko,1953,Moscow State University,Evgenia Kirichenko
Victor Schnirelmann,1971,Moscow State University,Victor Schnirelmann
Elena Osokina,1981,Moscow State University,Elena Osokina
Eugene P. Trani,1981,Moscow State University,Eugene P. Trani
Anvar Chingizoglu,1990,Azerbaijan State University,Anvar Chingizoglu
Tofig Kocharli,1945,Azerbaijan State University,Tofig Kocharli
Edith Woodford-Grimes,1880,Bangalore,Edith Woodford-Grimes
C. Hayavadana Rao,1946,Bangalore,C. Hayavadana Rao
Maurice Cowling,1945,Bangalore,Maurice Cowling
S. Srikanta Sastri,1974,Bangalore,S. Srikanta Sastri
Edith Saurer,1966,Habsburg,Edith Saurer
Edith Saurer,1983,Veneto,Edith Saurer
Edmund Garratt Gardner,1869,Kensington,Edmund Garratt Gardner
Marc Fitch,1908,Kensington,Marc Fitch
Howard Sachar,2018,Kensington,Howard Sachar
Hastings Rashdall,1858,Kensington,Hastings Rashdall
Charles Lethbridge Kingsford,1926,Kensington,Charles Lethbridge Kingsford
J. C. Stobart,1932,Kensington,J. C. Stobart
Philip Falle,1693,Kensington,Philip Falle
Robert Vaughan (minister),1825,Kensington,Robert Vaughan (minister)
Roger Wilkins,2017,Kensington,Roger Wilkins
Edmund Hogan,1831,Belvelly,Edmund Hogan
Nikoloz Janashia,1962,Tbilisi,Nikoloz Janashia
Shalva Amiranashvili,1975,Tbilisi,Shalva Amiranashvili
Zurab Papaskiri,1993,Tbilisi,Zurab Papaskiri
Prince Teimuraz of Georgia,1798,Tbilisi,Prince Teimuraz of Georgia
Guram Sharadze,2007,Tbilisi,Guram Sharadze
Giuli Alasania,1946,Tbilisi,Giuli Alasania
Sargis Kakabadze,1967,Tbilisi,Sargis Kakabadze
Giorgi Tsereteli (orientalist),1973,Tbilisi,Giorgi Tsereteli (orientalist)
Aksel Vartanyan,1938,Tbilisi,Aksel Vartanyan
Artur Ustian,1973,Tbilisi,Artur Ustian
David Muskhelishvili,1928,Tbilisi,David Muskhelishvili
Simon Janashia,1949,Tbilisi,Simon Janashia
Simon Janashia,1947,Tbilisi,Simon Janashia
Nikoloz Janashia,1965,Tbilisi State University,Nikoloz Janashia
Yanis Kordatos,1891,Zagora,Yanis Kordatos
Yanis Kordatos,1911,the University of Athens,Yanis Kordatos
Nikolaos Oikonomides,1951,the University of Athens,Nikolaos Oikonomides
Angelos Chaniotis,1982,the University of Athens,Angelos Chaniotis
Suzy Castor,1968,Mexico,Suzy Castor
Iosif Grigulevich,1940,Mexico,Iosif Grigulevich
Fernando de Alva Cortés Ixtlilxóchitl,1648,Mexico,Fernando de Alva Cortés Ixtlilxóchitl
Morris Berman,2006,Mexico,Morris Berman
Stefan Rinke,2017,Mexico,Stefan Rinke
Carlos Castañeda (historian),1908,Mexico,Carlos Castañeda (historian)
Rachel Laudan,1996,Mexico,Rachel Laudan
Rachel Laudan,2012,Mexico,Rachel Laudan
Edmundo O'Gorman,1895,Mexico,Edmundo O'Gorman
Kurd von Schlözer,1871,Mexico,Kurd von Schlözer
Adolfo Gilly,1928,Mexico,Adolfo Gilly
Alan Dawley,2008,Mexico,Alan Dawley
Alan Knight (historian),2012,Mexico,Alan Knight (historian)
Enrique Dussel,1975,Mexico,Enrique Dussel
Bertram Wolfe,1923,Mexico,Bertram Wolfe
Bertram Wolfe,1925,Mexico,Bertram Wolfe
Charles Gibson (historian),1977,Mexico,Charles Gibson (historian)
Guillermo Marín Ruiz,1952,Mexico,Guillermo Marín Ruiz
Gwendolyn Midlo Hall,1959,Mexico,Gwendolyn Midlo Hall
Soledad Loaeza,1950,Mexico,Soledad Loaeza
John Henry Brown,1865,Mexico,John Henry Brown
Wade Burleson,2011,Mexico,Wade Burleson
Max Cetto,1947,Mexico,Max Cetto
Blanca París de Oddone,1977,Mexico,Blanca París de Oddone
Edward A. Allworth,1959,Columbia University,Edward A. Allworth
Frank Johnson Goodnow,1900,Columbia University,Frank Johnson Goodnow
Frank Johnson Goodnow,1911,Columbia University,Frank Johnson Goodnow
Hans L. Trefousse,1947,Columbia University,Hans L. Trefousse
Ronald Toby,1977,Columbia University,Ronald Toby
William Chafe,1971,Columbia University,William Chafe
James Harvey Robinson,1895,Columbia University,James Harvey Robinson
John H. Plumb,1960,Columbia University,John H. Plumb
Wayne Andrews (historian),1956,Columbia University,Wayne Andrews (historian)
Bruce Mazlish,1940,Columbia University,Bruce Mazlish
Charles W. Ramsdell,1903,Columbia University,Charles W. Ramsdell
Raul Hilberg,1950,Columbia University,Raul Hilberg
Janet Oppenheim,1975,Columbia University,Janet Oppenheim
Daniel Leab,1957,Columbia University,Daniel Leab
Ronald Schneider (historian),1963,Columbia University,Ronald Schneider (historian)
Aaron Gerow,1985,Columbia University,Aaron Gerow
Walter Lynwood Fleming,1900,Columbia University,Walter Lynwood Fleming
Bruce Cumings,1975,Columbia University,Bruce Cumings
Boaz Cohen,1927,Columbia University,Boaz Cohen
C. Martin Wilbur,1947,Columbia University,C. Martin Wilbur
Eloise Quiñones Keber,1984,Columbia University,Eloise Quiñones Keber
Robert K. Webb,1951,Columbia University,Robert K. Webb
Anneliese Bulling,1964,Columbia University,Anneliese Bulling
Richard Carrier,2008,Columbia University,Richard Carrier
C. Vann Woodward,1931,Columbia University,C. Vann Woodward
Jan E. Goldstein,1978,Columbia University,Jan E. Goldstein
Mark D. Naison,1962,Columbia University,Mark D. Naison
Mate Meštrović,1957,Columbia University,Mate Meštrović
Olga Raggio,1950,Columbia University,Olga Raggio
Ori Kritz,1991,Columbia University,Ori Kritz
Richard Hofstadter,1936,Columbia University,Richard Hofstadter
E. A. Thompson,1922,Dublin,E. A. Thompson
E. A. Thompson,1939,Dublin,E. A. Thompson
John Patrick Prendergast,1808,Dublin,John Patrick Prendergast
John Patrick Prendergast,1893,Dublin,John Patrick Prendergast
Francis Henry Blackburne Daniell,1863,Dublin,Francis Henry Blackburne Daniell
Edmund Borlase,1650,Dublin,Edmund Borlase
Herbert F. Hore,1865,Dublin,Herbert F. Hore
James Ware (historian),1594,Dublin,James Ware (historian)
Beaver Henry Blacker,1821,Dublin,Beaver Henry Blacker
John D'Alton (historian),1806,Dublin,John D'Alton (historian)
Luke Wadding,1900,Dublin,Luke Wadding
Garrett G. Fagan,1985,Dublin,Garrett G. Fagan
Vincent Arthur Smith,1843,Dublin,Vincent Arthur Smith
Paul Cartledge,1973,Dublin,Paul Cartledge
Ailbhe Mac Shamhráin,2011,Dublin,Ailbhe Mac Shamhráin
Nicola Gordon Bowe,2018,Dublin,Nicola Gordon Bowe
Brendan Clifford,1967,Dublin,Brendan Clifford
Charles O'Conor (historian),1710,Dublin,Charles O'Conor (historian)
Constantia Maxwell,1962,Dublin,Constantia Maxwell
Cyril Falls,1888,Dublin,Cyril Falls
Edward James (historian),1970,Dublin,Edward James (historian)
Edward Ledwich,1755,Dublin,Edward Ledwich
Edward Ledwich,1823,Dublin,Edward Ledwich
F. S. L. Lyons,1983,Dublin,F. S. L. Lyons
George Thomas Stokes,1893,Dublin,George Thomas Stokes
George Thomas Stokes,1887,Dublin,George Thomas Stokes
Sean Connolly (academic),1977,Dublin,Sean Connolly (academic)
Sean Connolly (academic),1981,Dublin,Sean Connolly (academic)
Ada Leask,1987,Dublin,Ada Leask
Henry Cotton (divine),1832,Dublin,Henry Cotton (divine)
James Henthorn Todd,1864,Dublin,James Henthorn Todd
John O'Hart,1969,Dublin,John O'Hart
Jonathan Bardon,1941,Dublin,Jonathan Bardon
Meredith Hanmer,1594,Dublin,Meredith Hanmer
Michael John Brenan,1847,Dublin,Michael John Brenan
Michael O'Flanagan,1935,Dublin,Michael O'Flanagan
Michael O'Flanagan,1936,Dublin,Michael O'Flanagan
Michael O'Flanagan,1942,Dublin,Michael O'Flanagan
R. M. Fox,1922,Dublin,R. M. Fox
Ruth Dudley Edwards,1965,Dublin,Ruth Dudley Edwards
Leopold von Ranke,1843,Dublin,Leopold von Ranke
Thomas O'Loughlin,1958,Dublin,Thomas O'Loughlin
Walter Harris (historian),1761,Dublin,Walter Harris (historian)
Peter Brown (historian),1935,Dublin,Peter Brown (historian)
Peter Brown (historian),1926,Dublin,Peter Brown (historian)
E. A. Thompson,1936,Trinity College,E. A. Thompson
Jessie Webb,1901,Trinity College,Jessie Webb
Denys Winstanley,1919,Trinity College,Denys Winstanley
Louis Cullen,1963,Trinity College,Louis Cullen
A. G. L. Shaw,1935,Trinity College,A. G. L. Shaw
A. G. L. Shaw,1940,Trinity College,A. G. L. Shaw
A. G. L. Shaw,1947,Trinity College,A. G. L. Shaw
Constantia Maxwell,1909,Trinity College,Constantia Maxwell
Eric Nelson (historian),2000,Trinity College,Eric Nelson (historian)
Fred Alexander (historian),1916,Trinity College,Fred Alexander (historian)
Peter Carey (historian),1979,Trinity College,Peter Carey (historian)
E. A. Thompson,1994,Nottingham,E. A. Thompson
Edgar Sanderson,1838,Nottingham,Edgar Sanderson
Stephen Ellis (historian),1953,Nottingham,Stephen Ellis (historian)
Oliver Furley,1927,Nottingham,Oliver Furley
William Hutton (historian),1737,Nottingham,William Hutton (historian)
David W. Bebbington,1949,Nottingham,David W. Bebbington
Frank H. Ellis,1893,Nottingham,Frank H. Ellis
Susan Soyinka,1945,Nottingham,Susan Soyinka
E. A. Thompson,1945,King's College,E. A. Thompson
Robin Osborne,1982,King's College,Robin Osborne
Daniel Waley,1945,King's College,Daniel Waley
William Coxe (historian),1768,King's College,William Coxe (historian)
Michael Ignatieff,1978,King's College,Michael Ignatieff
Tony Judt,1972,King's College,Tony Judt
James Mackintosh,1780,King's College,James Mackintosh
James Pounder Whitney,1895,King's College,James Pounder Whitney
Arthur Augustus Tilley,1890,King's College,Arthur Augustus Tilley
Bertram Wyatt-Brown,1957,King's College,Bertram Wyatt-Brown
George Prothero,1876,King's College,George Prothero
Oscar Browning,1880,King's College,Oscar Browning
Edward Augustus Freeman,1847,Seagrave,Edward Augustus Freeman
"Edward Johnson (founder of Woburn, MA)",1630,America,"Edward Johnson (founder of Woburn, MA)"
Claudio Saunt,1996,America,Claudio Saunt
Daniel Leab,1943,America,Daniel Leab
Randolph L. Braham,1948,America,Randolph L. Braham
Goldwin Smith,1864,America,Goldwin Smith
Hugh Borton,1931,America,Hugh Borton
Sidney H. Chang,1957,America,Sidney H. Chang
Arthur Penrhyn Stanley,1878,America,Arthur Penrhyn Stanley
David B. Ruderman,2010,America,David B. Ruderman
Catharine Macaulay,1784,America,Catharine Macaulay
Gilbert Chinard,1941,America,Gilbert Chinard
James Ralph,1726,America,James Ralph
John Roberts (historian),1960,America,John Roberts (historian)
Melech Epstein,1913,America,Melech Epstein
Michael O'Flanagan,1921,America,Michael O'Flanagan
Michael O'Flanagan,1938,America,Michael O'Flanagan
Philip Hughes (historian),1967,America,Philip Hughes (historian)
Ronald Hamowy,1930,America,Ronald Hamowy
William Douglass (physician),1735,America,William Douglass (physician)
Christian Feest,1993,America,Christian Feest
"Edward Russell, 2nd Baron Russell of Liverpool",1920,Liverpool,"Edward Russell, 2nd Baron Russell of Liverpool"
"Edward Russell, 2nd Baron Russell of Liverpool",1981,Liverpool,"Edward Russell, 2nd Baron Russell of Liverpool"
Ian Sayer,1969,Liverpool,Ian Sayer
Moses Margoliouth,1844,Liverpool,Moses Margoliouth
Paula Bourne,1941,Liverpool,Paula Bourne
Ian Stephenson (curator),1988,Liverpool,Ian Stephenson (curator)
John Knox Laughton,1830,Liverpool,John Knox Laughton
John Knox Laughton,1852,Liverpool,John Knox Laughton
Adrian Goldsworthy,2010,Liverpool,Adrian Goldsworthy
Athanasius Allanson,1828,Liverpool,Athanasius Allanson
John Peter Richard Wallis,1880,Liverpool,John Peter Richard Wallis
David Beers Quinn,2002,Liverpool,David Beers Quinn
Frank McDonough,1911,Liverpool,Frank McDonough
Eric Midwinter,1972,Liverpool,Eric Midwinter
Hugh Kearney,1940,Liverpool,Hugh Kearney
Joseph Lemuel Chester,1858,Liverpool,Joseph Lemuel Chester
Paddy Griffith,1947,Liverpool,Paddy Griffith
Peter Stanley,1956,Liverpool,Peter Stanley
Robert Thomas Jenkins,1881,Liverpool,Robert Thomas Jenkins
Paul Preston,1946,Liverpool,Paul Preston
"Edward Russell, 2nd Baron Russell of Liverpool",1961,Bedfordshire,"Edward Russell, 2nd Baron Russell of Liverpool"
Günter Benser,2015,Heidenau,Günter Benser
Günter Benser,1992,Institute,Günter Benser
Hayyim Schirmann,1930,Institute,Hayyim Schirmann
Lewis H. Gann,1963,Institute,Lewis H. Gann
Richard Pankhurst (Ethiopianist),1976,Institute,Richard Pankhurst (Ethiopianist)
E. Herbert Norman,1941,Pearl Harbor,E. Herbert Norman
I. B. Holley Jr.,1941,Pearl Harbor,I. B. Holley Jr.
K. Indrapala,1974,Jaffna,K. Indrapala
Silan Kadirgamar,1979,Jaffna,Silan Kadirgamar
K. Indrapala,1976,the University of Tokyo,K. Indrapala
Fang Zhuangyou,1929,the University of Tokyo,Fang Zhuangyou
Florentino Rodao,2007,the University of Tokyo,Florentino Rodao
Fumihiko Sueki,1973,the University of Tokyo,Fumihiko Sueki
Fumihiko Sueki,1995,the University of Tokyo,Fumihiko Sueki
Hirofumi Hayashi,1979,the University of Tokyo,Hirofumi Hayashi
Noboru Niida,1925,the University of Tokyo,Noboru Niida
Seiichi Iwao,1925,the University of Tokyo,Seiichi Iwao
Shuntarō Itō,1978,the University of Tokyo,Shuntarō Itō
K. Indrapala,1984,Thanjavur,K. Indrapala
Roy Rosenzweig,1950,Bayside,Roy Rosenzweig
Somsak Jeamteerasakul,1976,Thammasat University,Somsak Jeamteerasakul
Thongchai Winichakul,1981,Thammasat University,Thongchai Winichakul
Dzianis Liseichykau,2001,Belarusian State University,Dzianis Liseichykau
Ibrahim Gashi,2012,the University of Pristina,Ibrahim Gashi
Ibrahim Gashi,1994,the University of Pristina,Ibrahim Gashi
Edi Shukriu,1990,the University of Pristina,Edi Shukriu
Ibrahim Gashi,2004,UP,Ibrahim Gashi
Zeus A. Salazar,1987,UP,Zeus A. Salazar
Gabriel Fabella,1931,UP,Gabriel Fabella
Gabriel Fabella,1934,UP,Gabriel Fabella
Ilo Mitkë Qafzezi,1889,Korçë,Ilo Mitkë Qafzezi
Stavro Skëndi,1905,Korçë,Stavro Skëndi
Stefanaq Pollo,1924,Albania,Stefanaq Pollo
Costa Chekrezi,1920,Albania,Costa Chekrezi
Costa Chekrezi,1925,Albania,Costa Chekrezi
Costa Chekrezi,1951,Albania,Costa Chekrezi
Farida Mammadova,1936,Albania,Farida Mammadova
Ahmed Cevdet Pasha,1861,Albania,Ahmed Cevdet Pasha
Franz Babinger,1967,Albania,Franz Babinger
Veselin Čajkanović,1915,Albania,Veselin Čajkanović
Stefanaq Pollo,1945,Lomonosov University,Stefanaq Pollo
Emil Vojnović,1851,Petrinja,Emil Vojnović
Mustafa Ejubović,1651,Mostar,Mustafa Ejubović
Mustafa Ejubović,1677,Mostar,Mustafa Ejubović
Mustafa Ejubović,1692,Mostar,Mustafa Ejubović
Smail Balić,1920,Mostar,Smail Balić
Alfred W. McCoy,1964,Concord,Alfred W. McCoy
Edward Willett Wagner,2001,Concord,Edward Willett Wagner
John Rathbone Oliver,1894,Concord,John Rathbone Oliver
William Armstrong Percy III,1951,Concord,William Armstrong Percy III
Drew Gilpin Faust,1964,Concord,Drew Gilpin Faust
Richard Lowitt,2018,Concord,Richard Lowitt
Roland W. Robbins,1945,Concord,Roland W. Robbins
Alfred W. McCoy,1964,the Kent School,Alfred W. McCoy
Carolyn Steedman,1968,the University of Sussex,Carolyn Steedman
Peter Calvocoressi,1966,the University of Sussex,Peter Calvocoressi
Keith Middlemas,1967,the University of Sussex,Keith Middlemas
Gill Perry,1968,the University of Sussex,Gill Perry
Gill Perry,1978,the University of Sussex,Gill Perry
Felicity Heal,1977,the University of Sussex,Felicity Heal
Norman Davies,1966,the University of Sussex,Norman Davies
